id	name	host_id	host_name	neighbourhood_group	neighbourhood	latitude	longitude	room_type	price	minimum_nights	number_of_reviews	last_review	reviews_per_month	calculated_host_listings_count	availability_365
6996748	Room in the very center of Berlin!	36369816	Sofia	Mitte	Regierungsviertel	5.251.417.568.079.250	13.404.010.939.291.500	Private room	40	1	5	2015-10-06	0.12	1	0
6998058	Cute light room in central Kiez	36690551	Kathy	Mitte	Wedding Zentrum	5.254.245.700.058.110	13.353.858.901.770.200	Private room	35	1	2	2015-07-14	0.05	1	0
6998605	Wohnung mit Garten	36693162	Verena	Steglitz - Zehlendorf	Zehlendorf  Nord	5.244.711.850.696.080	13.288.229.870.428.200	Entire home/apt	44	60	7	2017-03-30	0.18	1	363
6999028	Small comfy room and/ or Couch	36635194	David	Friedrichshain-Kreuzberg	Frankfurter Allee Süd FK	52.511.095.226.978.500	13.468.329.507.814.500	Private room	35	1	57	2017-07-17	1.40	2	0
6999447	Berlin Scharm am Maybachufer	35848962	Linda	Neukölln	Reuterstraße	52.493.178.756.588.800	13.423.761.517.929.300	Entire home/apt	65	2	5	2015-09-27	0.12	1	0
7003131	Luxurious New Penthouse 2xbaths	2814523	Damien	Pankow	Helmholtzplatz	52.540.158.901.770.400	13.418.932.803.855.800	Entire home/apt	225	3	18	2018-11-04	0.44	1	8
7004356	Kurfürstendamm Central	36718862	Nour	Tempelhof - Schöneberg	Schöneberg-Nord	5.250.324.166.781.090	1.334.642.436.009.610	Private room	25	2	2	2016-01-05	0.05	2	0
7004451	Large Remodeled Altbau with Balcony	22692037	Anthony	Neukölln	Rixdorf	5.247.103.035.697.970	13.452.652.624.574.000	Entire home/apt	95	2	3	2018-07-09	0.09	2	275
7004769	Cozy Privatroom in a quit location!	31907271	Hannes	Reinickendorf	Ost 2	5.257.452.964.829.080	13.353.361.743.882.200	Private room	22	1	4	2015-11-18	0.10	2	0
7004828	Lovely room with balcony in the heart of Berlin!!!	22450827	Vivien	Friedrichshain-Kreuzberg	Frankfurter Allee Süd FK	52.510.507.581.887.000	1.346.881.970.818.150	Private room	48	2	7	2017-09-11	0.17	1	323
7005097	Furnished Apartment Friedrichshain	36723010	Nick	Friedrichshain-Kreuzberg	Karl-Marx-Allee-Süd	5.251.116.534.913.470	1.344.851.399.337.000	Entire home/apt	49	3	6	2016-09-12	0.19	1	0
7006061	Fantastic apartment in Berlin	1255832	Meike	Tempelhof - Schöneberg	Friedenau	5.246.499.795.412.630	13.343.078.042.313.500	Entire home/apt	110	60	3	2016-05-07	0.09	1	320
7008379	unique Berlin attic apartment	3012998	Daniel	Mitte	Moabit West	5.252.823.832.796.800	13.324.521.581.327.000	Entire home/apt	140	2	5	2018-03-29	0.13	1	0
7011990	Kreuzberg/Badeschiff/Treptower Park	36762019	Andre	Treptow - Köpenick	Alt  Treptow	52.491.237.244.837.900	1.344.678.310.745.490	Entire home/apt	50	2	105	2018-11-03	2.85	2	328
7018939	Park Apartement/ Top Location / Berlin Kreuzberg	20960354	Peter	Friedrichshain-Kreuzberg	Tempelhofer Vorstadt	52.487.327.094.065.900	13.379.360.795.669.700	Entire home/apt	120	2	1	2017-08-19	0.07	1	0
7021032	Über den Dächern Berlins	36801825	Christian	Pankow	Prenzlauer Berg Südwest	52.537.609.606.202.000	13.419.570.937.143.900	Entire home/apt	85	7	1	2015-08-10	0.03	1	0
7023017	Quiet and very central apartment	18615910	Antonio	Mitte	Alexanderplatz	5.250.610.608.009.030	13.418.868.639.741.900	Entire home/apt	50	4	2	2016-01-05	0.05	1	0
7024131	Gemütliches Zimmer absolut zentral gelegen	12318581	Iris	Pankow	Helmholtzplatz	52.542.832.548.544.000	1.342.291.669.243.850	Private room	4240	7	16	2018-08-10	0.41	1	0
7024865	Berlin arty, cosy, sunny flat	34851217	Sofia	Tempelhof - Schöneberg	Schöneberg-Nord	5.249.650.750.762.750	13.357.933.047.990.800	Entire home/apt	63	9	27	2018-08-24	0.67	1	310
7027446	Spacious, Cozy Apartm. in the west	31672298	Klaudija	Charlottenburg-Wilm.	Düsseldorfer Straße	5.249.498.717.890.000	1.332.237.585.721.480	Entire home/apt	50	4	3	2015-09-29	0.07	1	0
7028794	Beautiful Room in Kreuzberg 61	36848898	Joana	Friedrichshain-Kreuzberg	Tempelhofer Vorstadt	52.490.188.477.905.200	1.340.862.645.829.840	Entire home/apt	36	7	2	2018-07-18	0.05	2	320
7028955	Huge appartment with amazing views	4876365	Jose	Mitte	Regierungsviertel	5.251.047.584.274.280	13.398.191.231.012.100	Entire home/apt	250	4	29	2018-10-05	0.74	2	25
7030783	Charming Flat with sunny balcony	1135888	Anna	Pankow	Helmholtzplatz	5.254.506.181.361.230	13.413.209.382.188.600	Entire home/apt	75	62	3	2015-07-29	0.07	7	3
7031789	Hagenauerstrasse: Wonderful peaceful place HG13	1135888	Anna	Pankow	Prenzlauer Berg Südwest	5.253.979.993.954.550	13.415.362.016.943.900	Entire home/apt	32	61	1	2015-07-28	0.03	7	221
7033552	3 roomsflat- Berlin Lichtenberg	28801423	Jan	Lichtenberg	Neu Lichtenberg	5.250.460.988.311.450	13.499.680.554.978.600	Entire home/apt	60	3	1	2016-06-19	0.03	2	0
7033570	Your own floor in a Maisonette-apartment	36874746	Boudy	Charlottenburg-Wilm.	Volkspark Wilmersdorf	524.778.966.269.479	1.332.065.727.053.690	Private room	30	2	5	2016-10-11	0.12	1	0
7035765	Spacious Apartment in Mitte	7358286	Anna	Pankow	Prenzlauer Berg Südwest	5.253.350.876.418.960	13.408.478.186.507.300	Entire home/apt	90	10	1	2016-08-05	0.04	1	0
7039990	Sunny Appartment, good Location	889931	Joy	Pankow	Prenzlauer Berg Nord	5.254.870.438.318.310	13.427.976.091.160.400	Private room	45	3	7	2016-07-19	0.17	1	0
7044389	Charmantes Zimmer in in XBerg	22542536	Fabienne	Friedrichshain-Kreuzberg	nördliche Luisenstadt	52.502.851.470.045.600	1.341.741.468.803.560	Private room	69	5	5	2018-07-30	0.12	1	19
7044546	Modern and quiet flat in Berlin-Mitte	19623236	Oliver	Mitte	Alexanderplatz	52.527.510.936.287.100	134.069.403.982.555	Entire home/apt	82	30	5	2018-07-09	0.14	1	141
7044917	Beautiful Apartment near Mauerpark	5280482	Jonas	Pankow	Prenzlauer Berg Nordwest	5.254.835.580.251.700	13.404.327.364.161.200	Entire home/apt	80	2	2	2015-09-06	0.05	1	0
7045319	Penthouse near Friedrischain, view, terrasse + cat	16709871	Séverine	Lichtenberg	Alt-Lichtenberg	5.251.339.006.774.320	13.495.152.646.749.500	Private room	40	6	4	2018-10-29	0.55	1	9
7047049	Private Room with Incredible View	5168064	Artjom	Charlottenburg-Wilm.	Westend	52.518.691.284.842.400	13.282.404.262.627.100	Private room	20	30	1	2016-04-30	0.03	1	0
7048411	Small, but fine-8m² Berlin	36961901	Arte Luise	Mitte	Alexanderplatz	52.522.617.834.992.300	1.338.069.241.494.450	Private room	40	1	66	2018-10-01	03.04	3	267
7049891	Ruhiges Zimmer in Prenzlberg	8868576	Marina	Pankow	Prenzlauer Berg Nord	5.255.233.484.641.980	13.423.474.327.159.900	Private room	28	1	1	2015-07-12	0.02	1	0
7050004	Kreuzberger Oase	6027393	Veronika	Friedrichshain-Kreuzberg	südliche Luisenstadt	5.249.790.470.535.530	13.443.316.140.361.000	Private room	45	7	4	2016-08-29	0.10	1	0
7050498	Cozy room in Schöneberg for 2	8085151	Timo	Charlottenburg-Wilm.	Volkspark Wilmersdorf	5.248.513.716.849.720	13.335.871.951.215.100	Private room	28	2	10	2017-01-03	0.25	1	0
7055034	Cosy room in famous Friedrichshain	7822387	Aline	Friedrichshain-Kreuzberg	Frankfurter Allee Nord	5.251.609.918.010.490	1.346.536.690.408.040	Private room	23	2	8	2018-08-06	0.20	1	273
7056991	Hochbettzimmer in bester Lage	28454512	Yvonne	Tempelhof - Schöneberg	Friedenau	5.246.746.902.523.540	1.334.204.830.350.450	Private room	32	2	13	2018-11-03	0.37	1	363
7058758	Sunny room GREAT LOCATION! Neukölln	12541677	Julius	Neukölln	Rixdorf	5.247.302.595.623.250	13.453.293.668.193.500	Private room	40	1	1	2015-07-26	0.02	1	0
7060208	Modern Studio in Friedrichshain	8998270	Sarah	Friedrichshain-Kreuzberg	Karl-Marx-Allee-Nord	5.252.130.779.976.410	13.450.041.716.253.700	Entire home/apt	60	9	17	2018-05-11	0.46	1	0
7061307	Cozy bedroom in quiet Friedrischain	5861985	Damien	Friedrichshain-Kreuzberg	Frankfurter Allee Süd FK	52.509.586.347.798.400	13.466.672.383.267.600	Private room	39	1	2	2015-07-27	0.05	1	0
7061818	Stylish & Bright in Friedrichshain	37027736	Luca	Friedrichshain-Kreuzberg	Frankfurter Allee Nord	5.251.666.641.402.710	13.466.101.673.789.300	Entire home/apt	90	7	10	2018-09-19	0.29	1	0
7062349	Kolle 55	37017491	Uwe	Pankow	Prenzlauer Berg Südwest	5.253.482.027.199.640	13.416.644.572.682.500	Entire home/apt	100	1	26	2018-10-01	0.64	1	87
7068784	Dream appartment near berlin wall!	37062270	Maite	Lichtenberg	Rummelsburger Bucht	52.500.785.071.112.900	13.478.335.720.560.900	Entire home/apt	47	5	3	2016-04-11	0.08	1	0
7069572	110sqm, quite area with big terrace	12595552	Stella & Josef	Friedrichshain-Kreuzberg	Frankfurter Allee Nord	5.251.962.114.099.100	1.345.661.754.809.340	Entire home/apt	120	3	16	2018-07-27	0.41	1	8
7071434	2 B Apartment in vivid neighborhood	3390993	Ana	Friedrichshain-Kreuzberg	Frankfurter Allee Süd FK	5.251.341.119.580.140	13.468.299.302.734.200	Entire home/apt	70	2	10	2017-06-19	0.25	1	277
7071541	schönes, gemütliches Zimmer für bis zu 3 Gäste	37076561	Katrin	Spandau	Spandau Mitte	5.253.853.151.966.000	13.207.863.613.201.500	Private room	22	1	25	2018-11-06	0.63	1	247
7080212	Schönes Zimmer in bester Lage!	37119073	Tobias	Mitte	Brunnenstr. Nord	52.539.766.662.100.800	13.398.981.977.331.500	Private room	25	3	2	2017-07-03	0.12	1	0
7081785	Nice room in the center of berlin!	37124920	Marco	Tempelhof - Schöneberg	Schöneberg-Nord	5.249.129.388.049.630	13.368.838.496.989.400	Private room	40	2	208	2018-10-31	5.12	1	223
7088914		37155772	Alejandro	Neukölln	Schillerpromenade	5.247.896.649.995.420	13.425.226.562.974.200	Entire home/apt	69	1	2	2015-08-13	0.05	1	0
7089610	Shiny Flat in the middle of Berlin	20102107	Ziggy	Pankow	Prenzlauer Berg Südwest	5.253.889.460.914.680	1.341.815.751.178.040	Entire home/apt	89	2	27	2018-10-15	0.69	2	358
7089745	Große Altbauwohnung, ruhig/zentral	37158724	Stefan	Friedrichshain-Kreuzberg	Frankfurter Allee Süd FK	5.250.821.279.518.490	13.453.483.143.891.000	Entire home/apt	90	3	1	2015-08-13	0.03	1	0
7091533	Zimmer  am Weißen See	37077493	Jens Doris	Pankow	Weißensee	5.255.256.238.445.380	13.455.402.903.210.900	Private room	20	1	1	2016-06-12	0.03	1	0
7092013	Central & Sunny Apartment in Prenzlauer Berg	29363334	Sven-Bjarne	Pankow	Prenzlauer Berg Südwest	52.538.139.086.588	13.423.123.803.586.300	Entire home/apt	69	2	23	2018-11-04	0.57	1	20
7092302	Big living- and bedroom in one	18302890	Nicki	Neukölln	Schillerpromenade	52.466.644.108.677.700	1.342.238.785.492.390	Private room	42	1	2	2015-09-15	0.05	2	0
7093974	Sunny&quiet room in lively Neukölln	196413	Sebastian	Neukölln	Neuköllner Mitte/Zentrum	5.248.362.947.583.700	13.428.173.356.122.200	Private room	25	15	1	2016-08-16	0.04	2	129
7096507	Summer feeling in Berlin + balcony	37197450	Nicolas Alejandro	Mitte	Parkviertel	52.554.404.804.957.400	13.345.397.429.603.300	Private room	32	1	120	2018-10-30	3.82	2	303
7097952	Flat near the City Centre	34534523	Marie	Mitte	Wedding Zentrum	5.254.261.318.122.360	13.351.647.505.810.600	Entire home/apt	37	2	6	2018-05-06	0.15	1	0
7098449	Very nice flat in Kreuzkölln	37204545	Andreas	Neukölln	Rixdorf	5.248.377.664.185.010	13.443.979.181.952.600	Private room	25	3	12	2017-09-08	0.30	1	0
7099405	Kleines, freundliches Zimmer Moabit	37209473	Jan	Mitte	Moabit Ost	5.253.277.072.362.310	13.352.304.838.382.100	Private room	23	1	5	2016-01-05	0.12	1	0
7101403	Sunny private room close to Tempelhof park / metro	2130408	Adam	Tempelhof - Schöneberg	Tempelhof	524.617.081.784.132	13.375.505.465.805.700	Private room	35	2	24	2018-08-31	0.60	2	83
7101657	My Space in Friedrichshain	10532233	Julian	Friedrichshain-Kreuzberg	Frankfurter Allee Nord	52.519.861.512.238.400	1.346.210.356.510.730	Entire home/apt	45	6	72	2018-09-16	1.77	1	36
7107095	Cute & Clever option. BEST AREA	9648955	Nanda	Friedrichshain-Kreuzberg	Südliche Friedrichstadt	5.250.065.108.287.490	13.386.905.868.524.000	Entire home/apt	56	3	7	2018-08-19	0.20	1	9
7107176	Berlin Mitte Hygge	37233969	Marlene & Pat	Mitte	Brunnenstr. Süd	525.340.068.916.464	1.339.577.825.302.610	Private room	50	3	21	2018-06-16	0.77	1	125
7107468	Sanierte Altbau Wohnung	37234861	Floris	Mitte	Brunnenstr. Süd	52.530.535.494.797.700	13.401.622.703.062.200	Private room	50	3	8	2016-03-27	0.20	1	0
7110739	Large bright sunny room w/Balcony	36635194	David	Friedrichshain-Kreuzberg	Frankfurter Allee Süd FK	5.251.048.617.021.680	13.465.088.372.880.400	Private room	45	1	11	2017-07-16	0.27	2	0
7111912	Cozy room in Miete Berlin	8100677	Miguel Angel	Mitte	Brunnenstr. Süd	5.253.204.081.433.540	133.997.366.256.742	Private room	50	1	1	2015-07-11	0.02	1	0
7117491	115 m2 Berlin-Style Apartment	12311747	Simone	Pankow	Prenzlauer Berg Süd	5.253.249.463.901.180	1.343.843.754.095.610	Entire home/apt	95	7	1	2015-08-23	0.03	1	0
7118518	Kreuzkölln - the place to be	288628	Simon	Neukölln	Reuterstraße	52.492.448.836.109.400	1.342.363.955.101.050	Entire home/apt	40	3	1	2015-08-16	0.03	1	0
7121108	City West Studio at Messe and ZOB	9359074	Lev & Alex	Charlottenburg-Wilm.	Westend	5.251.193.962.404.880	1.328.134.257.770.660	Entire home/apt	51	1	271	2018-11-04	6.66	3	270
7123583	Room centrally located for women	37314365	Nehir	Tempelhof - Schöneberg	Schöneberg-Nord	52.491.646.607.488	13.347.244.982.899.800	Private room	56	2	14	2018-10-24	0.44	1	0
7123664	room in a charming apartement	14113494	Luisa	Mitte	Brunnenstr. Nord	5.255.081.162.353.140	13.380.170.686.209.600	Private room	25	13	5	2016-08-31	0.13	1	0
7124316	SCHÖNES Zimmer in Mitte	37315525	Anne	Mitte	Alexanderplatz	5.252.889.355.516.170	13.402.520.579.586.000	Private room	36	4	1	2015-07-11	0.02	1	0
7135460	quiet family flat at Treptower Park	37375563	Mathias	Treptow - Köpenick	Plänterwald	5.248.407.538.047.750	13.465.544.836.358.300	Entire home/apt	65	1	1	2015-08-05	0.03	1	0
7137738	ROOM IN AMAZING LOFT	7739362	Jim	Pankow	Prenzlauer Berg Nordwest	5.254.843.477.998.900	13.407.745.427.557.200	Private room	35	1	4	2016-06-18	0.10	1	0
7137777	Nice room  in Berlin-Mitte	37385010	Tim	Mitte	Moabit West	5.253.146.810.970.090	13.335.557.188.538.200	Private room	28	1	2	2015-07-13	0.05	1	0
7138523	Huge Bright Room in Kreuzberg	37011142	Fabio	Friedrichshain-Kreuzberg	Tempelhofer Vorstadt	524.943.604.686.478	1.340.184.665.569.160	Private room	35	1	2	2015-07-13	0.05	2	0
7139359	Solo Traveller’s PBerg Refuge	9267740	Alison	Pankow	Helmholtzplatz	5.254.886.634.767.110	13.415.057.114.045.400	Private room	60	1	5	2018-06-24	0.84	1	35
7140763	Gemütliche 3 Zimmer Wohnung	37396730	Pia	Friedrichshain-Kreuzberg	Frankfurter Allee Süd FK	5.251.162.365.124.150	13.472.783.798.444.500	Private room	50	1	1	2015-08-16	0.03	1	0
7140777	Large room in the heart of Berlin!	35091252	Cinzia & Poyraz	Tempelhof - Schöneberg	Schöneberg-Nord	52.492.053.502.955.700	13.352.576.710.730.700	Private room	39	150	101	2016-11-30	2.49	3	0
7143189	Wohnen an der IGA 2017	24603798	Christina	Marzahn - Hellersdorf	Hellersdorf-Süd	5.253.053.919.754.690	13.596.304.654.880.300	Private room	20	1	60	2018-11-02	02.09	1	328
7146415	Bright, cosy & colorful bedroom	37424516	Jasmine	Lichtenberg	Fennpfuhl	52.528.209.909.853.100	13.463.146.560.266.400	Private room	40	2	6	2018-06-16	0.15	2	0
7146454		33994140	Anja	Pankow	Prenzlauer Berg Süd	5.253.058.312.182.590	13.428.913.562.447.500	Entire home/apt	130	1	1	2015-08-09	0.03	1	0
7147873	Quiet room near Rosentaler Platz	8196204	Karen	Mitte	Brunnenstr. Süd	5.253.459.808.895.680	13.393.642.452.092.400	Private room	24	3	29	2017-10-30	0.72	3	0
7152649	Sunny apart. in Berlin	15524474	Gali	Friedrichshain-Kreuzberg	Frankfurter Allee Nord	5.251.752.215.828.330	13.464.109.426.221.200	Entire home/apt	45	4	3	2015-09-27	0.08	1	0
7152747	115qm Flat@Heart of Kreuzberg	37459856	Daeng	Friedrichshain-Kreuzberg	nördliche Luisenstadt	5.250.226.699.443.880	13.426.703.919.176.100	Entire home/apt	71	7	1	2015-07-31	0.03	1	0
7153007	Berlin SPECIAL	5637692	Achim	Mitte	Alexanderplatz	5.252.681.599.339.440	13.396.527.063.692.800	Private room	65	1	8	2017-07-24	0.20	2	365
7153853	Angenehme ruhige Wohnung	17777533	Joerg	Tempelhof - Schöneberg	Schöneberg-Süd	52.486.461.444.854	13.358.567.772.423.200	Private room	26	1	5	2016-08-14	0.12	1	0
7154329	Very Luminous Flat ideal for 2	37467552	Alice	Friedrichshain-Kreuzberg	Frankfurter Allee Süd FK	5.250.456.132.959.020	1.345.464.394.838.790	Entire home/apt	62	5	2	2016-09-15	0.05	1	0
7154736	2 Room Altbau in Berlin Mitte	5536737	Tomer	Mitte	Brunnenstr. Süd	525.336.006.144.248	13.394.094.336.913.300	Entire home/apt	85	10	1	2015-08-18	0.03	1	0
7154913	Sehr schön in Neukölln! Female Friendly <3	4116543	Talitha	Neukölln	Rixdorf	5.248.146.395.822.060	1.344.296.443.313.970	Private room	30	3	1	2018-06-02	0.19	1	0
7156552	COZY ROOM IN THE HEART OF KREUZBERG	14017584	Roberta	Friedrichshain-Kreuzberg	nördliche Luisenstadt	5.250.206.353.712.180	13.415.481.083.918.600	Private room	35	2	1	2015-07-18	0.02	1	0
7160935	Central 110sqm appartment w balcony	20499845	Max	Pankow	Prenzlauer Berg Nordwest	5.254.208.676.513.510	1.341.162.270.603.550	Entire home/apt	159	3	3	2017-07-09	0.10	1	0
7161316	Cozy & Smooth Flat in the artist area of Berlin	23017163	Robel	Friedrichshain-Kreuzberg	Frankfurter Allee Süd FK	5.250.269.540.957.460	13.456.223.219.863.500	Private room	39	3	6	2018-09-19	0.22	1	0
7161534	Bright, spacious flat in cosy, laid back villa	20841706	Martin	Pankow	Prenzlauer Berg Nordwest	5.255.470.171.040.660	13.413.352.275.682.800	Entire home/apt	65	10	2	2016-08-12	0.05	1	0
7161705	cheap&cozy room in Neukölln	10793975	Saskia	Neukölln	Reuterstraße	5.248.509.223.426.800	13.435.685.400.365.000	Private room	17	3	28	2017-09-04	0.69	2	0
7165718	Big room in Kreuzberg 36	3862719	Oliver	Friedrichshain-Kreuzberg	nördliche Luisenstadt	5.250.092.780.641.690	13.420.448.151.186.000	Private room	27	5	10	2018-05-12	0.26	3	286
7165832	Spacious Double Room in Kreuzkölln	6636003	Miranda	Neukölln	Reuterstraße	5.248.507.536.789.540	13.430.426.840.978.500	Private room	55	3	1	2016-01-03	0.03	1	0
7166189	huge room in apartment right on the waterfront	37533640	Raymo	Neukölln	Reuterstraße	5.248.488.870.694.180	13.444.221.312.770.100	Private room	34	3	17	2018-11-06	0.43	1	73
7166206	Private 15 m^2 bedroom offer	37534221	Edison	Pankow	Prenzlauer Berg Südwest	5.253.202.113.185.100	13.416.199.719.407.700	Private room	35	3	1	2015-10-02	0.03	2	0
7166270	Schönes Zimmer mit Balkon	29810113	Annemarie	Neukölln	Rixdorf	5.247.830.310.012.680	13.447.989.660.145.000	Private room	23	1	3	2015-08-19	0.08	1	0
7166585	Zimmer in Berlin/Mitte	37535540	Eva	Mitte	Moabit West	5.252.805.839.759.350	13.316.774.610.430.000	Private room	14	3	17	2017-08-03	0.45	1	0
7166653	Roof Apartment in Berlin/Wedding	28847496	Kateryna	Mitte	Brunnenstr. Nord	5.254.339.677.744.490	13.371.600.434.795.300	Entire home/apt	42	10	1	2015-08-22	0.03	1	0
7166711	Beautiful flat with two rooms	37493795	Paul	Mitte	Moabit West	5.253.041.162.256.750	13.316.776.510.164.500	Entire home/apt	27	1	9	2015-09-13	0.23	1	0
7169982	Small apartment near large park	37553259	Lenore	Treptow - Köpenick	Plänterwald	52.480.258.629.749.400	13.481.555.653.380.600	Entire home/apt	20	1	1	2015-08-01	0.03	1	0
7170596	COOL SPACE AT BOXHAGENER PLATZ	2359456	Ben	Friedrichshain-Kreuzberg	Frankfurter Allee Süd FK	52.511.462.447.482.900	13.458.798.140.548.400	Entire home/apt	89	30	3	2016-02-20	0.07	1	0
7171676	Cozy room in a nice apartment!	3862719	Oliver	Friedrichshain-Kreuzberg	nördliche Luisenstadt	5.250.168.005.533.780	13.421.079.980.878.300	Private room	29	6	17	2018-08-12	0.42	3	279
7171950	Beautiful apartment in Kreuzberg	17329516	Ngoc Anh	Friedrichshain-Kreuzberg	Tempelhofer Vorstadt	5.249.369.395.947.740	13.393.841.220.181.500	Entire home/apt	60	2	19	2018-08-13	0.57	1	0
7174145	Lovely,Spacious Room in Friedrichsh	22855553	Patrick	Friedrichshain-Kreuzberg	Karl-Marx-Allee-Süd	5.251.343.272.894.470	13.435.493.593.601.800	Private room	28	2	3	2016-09-21	0.11	1	0
7174267	Big Private Room Berlin City Center	37577977	Kevin	Friedrichshain-Kreuzberg	Tempelhofer Vorstadt	5.249.031.810.080.570	13.386.356.881.512.800	Private room	30	14	1	2015-08-09	0.03	1	0
7177075	Cozy 2room apartment	37597432	Mira	Neukölln	Schillerpromenade	52.474.526.671.201	13.422.076.362.848.400	Entire home/apt	40	4	5	2016-10-25	0.13	1	0
7177076	Room in nice flat in Center of BER	37597410	Andrej	Mitte	Alexanderplatz	5.251.351.799.175.310	13.416.764.279.499.300	Private room	42	1	1	2015-08-09	0.03	1	0
7177457	Central flat in Friedrichshain	37598928	Paola	Friedrichshain-Kreuzberg	Karl-Marx-Allee-Nord	5.251.962.518.942.530	1.344.803.829.286.240	Entire home/apt	45	2	1	2016-01-05	0.03	2	0
7177943	Beautiful flat in Friedrichshain	37598928	Paola	Friedrichshain-Kreuzberg	Karl-Marx-Allee-Nord	5.252.009.656.708.100	13.448.187.028.326.300	Entire home/apt	50	2	5	2016-04-01	0.13	2	0
7184765	Gemütliche, ruhige 1 Zimmerwohnung	37641745	Ortrun	Mitte	Wedding Zentrum	52.552.920.540.041.700	1.338.111.375.971.060	Entire home/apt	35	3	1	2015-08-08	0.03	1	0
7185377	ZENTRALER  in Fhain GEHT NICHT	37644467	Kim	Friedrichshain-Kreuzberg	Frankfurter Allee Süd FK	52.503.464.980.710.900	13.467.253.541.000.000	Private room	25	6	2	2015-09-08	0.05	1	0
7186400	2 sunny Rooms in Kreuzberg	23569162	Louisa	Friedrichshain-Kreuzberg	nördliche Luisenstadt	5.250.117.752.812.830	13.423.736.668.346.200	Private room	45	2	6	2017-07-04	0.15	1	0
7187150	Dachgeschosswohnung im Prenzlauer Berg	37389147	David	Pankow	Prenzlauer Berg Ost	525.424.156.233.394	13.441.617.737.044.900	Entire home/apt	78	2	9	2018-03-31	0.32	1	0
7188186	Kiezwohnung am Tempelhofer Feld	37653325	Florian	Neukölln	Schillerpromenade	52.468.474.174.153.800	13.422.955.077.550.100	Entire home/apt	55	2	2	2015-07-29	0.05	1	0
7188976	Sehr gosses Zimmer in Altbau in Tiergarten	443499	Anton	Mitte	Tiergarten Süd	52.501.191.474.605.200	13.364.524.837.395.400	Private room	38	1	9	2016-05-30	0.23	4	43
7190160	Summer in Berlin!?	22425990	Stella	Pankow	Prenzlauer Berg Nord	5.254.355.518.131.360	13.439.854.310.254.800	Entire home/apt	50	7	7	2016-08-31	0.18	1	0
7191470	Vacation apartment in Berlin Mitte-Wedding	37661349	Steffi	Mitte	Wedding Zentrum	52.551.052.978.612.100	13.359.948.001.609.100	Entire home/apt	89	2	163	2018-10-22	04.03	1	243
7192325	schöne 2-Zimmer-Wohnung in Neukölln	590973	Barbara	Neukölln	Rixdorf	5.247.213.957.931.730	1.344.207.117.988.590	Entire home/apt	55	7	1	2015-08-21	0.03	1	0
7193894	Bright room with balcony in top location	24247225	Emilia	Neukölln	Schillerpromenade	5.247.748.949.231.910	13.423.508.228.861.500	Private room	25	3	5	2018-09-15	0.33	1	0
7194371	Balkonzimmer im Prenzlauerberg	37675444	Lina	Pankow	Prenzlauer Berg Nord	5.254.705.885.954.870	13.437.649.717.046.500	Private room	23	1	1	2017-09-13	0.07	1	0
7195329	Great Altbau appt Richardskiez	674978	Marlon	Neukölln	Rixdorf	524.741.348.597.622	1.344.919.997.472.030	Entire home/apt	80	1	209	2018-10-19	5.41	1	243
7196475	Luxury-Appartment in Berlin-Mitte	29513589	Duncan	Mitte	Alexanderplatz	52.514.387.437.312.200	13.408.943.727.809.600	Entire home/apt	71	1	1	2015-07-31	0.03	1	0
7196659	Lovely Frame House for Bigger Group	35502976	Dagmar Vera Ute	Spandau	Spandau Mitte	5.253.635.532.957.340	13.206.839.226.452.100	Entire home/apt	290	2	17	2018-08-17	0.84	2	317
7196869	Cozy & comfortable room in neukölln	37663805	Käthe	Neukölln	Neuköllner Mitte/Zentrum	5.247.545.193.285.300	13.439.145.964.538.300	Private room	25	1	1	2015-08-05	0.03	1	0
7197260	Wohnen in Prenzlauer Berg	19577506	Anja	Pankow	Prenzlauer Berg Nordwest	5.255.524.533.746.950	13.403.782.669.217.300	Entire home/apt	50	2	4	2018-09-02	0.15	1	310
7197458	Welcome to my cozy vintage apt!!	30748963	Tamm	Mitte	Osloer Straße	525.602.559.546.296	13.377.431.662.301.900	Entire home/apt	62	1	9	2017-01-02	0.23	1	0
7199785	Huge, sunny appartment	24726292	Julia	Tempelhof - Schöneberg	Schöneberg-Süd	524.851.303.560.957	13.358.598.800.642.100	Entire home/apt	80	1	1	2015-07-20	0.02	1	0
7199831	Sunny Apartment in hip Neukoelln!	11484990	Christina	Neukölln	Schillerpromenade	5.247.943.201.216.660	13.422.102.030.338.900	Entire home/apt	35	10	2	2016-07-25	0.05	1	0
7209439	Hochbett im Prenzlauer Berg	36018750	Oinotna	Pankow	Prenzlauer Berg Nordwest	5.255.471.312.831.380	13.401.717.620.617.500	Private room	35	1	2	2018-04-27	0.19	1	156
7209725	Nice, Modern, Quiet - Friedrichhain	27793478	Adriano	Friedrichshain-Kreuzberg	Karl-Marx-Allee-Nord	5.252.179.108.001.270	13.448.717.993.891.500	Entire home/apt	79	3	11	2018-01-01	0.29	1	0
7209834	Cosy & Quiet Apartment with Balcony	8389840	Sorina	Charlottenburg-Wilm.	Neue Kantstraße	5.250.887.331.601.390	13.299.437.727.316.600	Entire home/apt	45	2	4	2015-08-03	0.10	1	0
7211852	Gemütliches Zimmer in Neukölln	13270099	Moritz	Neukölln	Britz	5.246.110.281.978.820	13.434.081.344.926.800	Private room	24	3	1	2015-08-15	0.03	1	0
